Hour,Day,A1,A3,A5,A7,A9,Control,B2,B4,B6,B8,B10,C1,C3,C5,C7,C9,D2,D4,D6,D8,D10,E1,E3,E5,E7,E9,Control1_30cm,Control2_30cm
360,7/19/17,33.326,33.014,33.118,33.326,33.326,31.778,31.268,30.659,31.166,31.472,31.574,32.086,30.963,31.166,31.268,31.472,31.778,31.37,31.37,31.37,31.166,32.394,31.88,31.574,31.574,31.37,31.778,31.778
362,7/20/17,33.326,33.118,33.222,33.43,33.326,31.676,31.268,30.659,31.268,31.472,31.676,32.188,30.963,31.166,31.268,31.472,31.778,31.472,31.472,31.37,31.166,32.394,31.88,31.574,31.574,31.37,31.676,31.676
364,7/20/17,33.326,33.118,33.222,33.43,33.222,31.472,31.166,30.659,31.268,31.472,31.676,32.188,30.963,31.166,31.37,31.472,31.778,31.574,31.472,31.268,31.166,32.394,31.88,31.676,31.574,31.472,31.472,31.472
366,7/20/17,33.222,33.014,33.118,33.326,33.118,31.217,30.963,30.558,31.268,31.37,31.676,32.188,31.064,31.166,31.37,31.472,31.778,31.472,31.472,31.268,31.166,32.497,31.983,31.676,31.676,31.472,31.268,31.166
368,7/20/17,33.118,33.014,33.118,33.222,33.014,31.0135,30.862,30.457,31.166,31.268,31.574,32.188,31.064,31.166,31.37,31.472,31.676,31.472,31.37,31.166,31.064,32.497,31.983,31.676,31.676,31.472,31.064,30.963
370,7/20/17,32.911,32.807,32.911,33.118,32.807,30.7095,30.659,30.356,31.064,31.166,31.472,32.188,31.064,31.166,31.37,31.574,31.574,31.37,31.268,31.064,30.963,32.497,31.983,31.676,31.676,31.472,30.76,30.659
372,7/20/17,32.807,32.704,32.807,33.014,32.704,30.558,30.558,30.255,30.963,30.963,31.37,32.188,31.064,31.166,31.37,31.472,31.472,31.268,31.166,30.963,30.862,32.497,31.983,31.676,31.676,31.472,30.659,30.457
374,7/20/17,32.704,32.6,32.704,32.911,32.6,30.457,30.457,30.255,30.963,30.963,31.268,32.188,31.064,31.166,31.37,31.574,31.37,31.166,31.064,30.862,30.76,32.497,31.983,31.676,31.676,31.472,30.558,30.356
376,7/20/17,32.6,32.497,32.704,32.807,32.704,30.5075,30.457,30.255,30.862,30.862,31.268,32.188,31.064,31.166,31.37,31.472,31.268,31.064,31.064,30.963,30.76,32.497,31.983,31.676,31.676,31.472,30.558,30.457
378,7/20/17,32.704,32.497,32.704,32.807,32.807,30.7095,30.659,30.356,30.862,30.963,31.268,32.188,31.064,31.166,31.37,31.472,31.37,31.064,31.064,31.064,30.862,32.497,31.983,31.676,31.676,31.472,30.76,30.659
380,7/20/17,32.911,32.704,32.807,32.911,33.118,31.0135,30.862,30.457,30.963,31.166,31.37,32.188,31.064,31.166,31.37,31.472,31.472,31.166,31.166,31.268,31.064,32.497,31.983,31.676,31.676,31.472,31.064,30.963
382,7/20/17,33.222,32.911,33.014,33.222,33.326,31.268,31.064,30.558,31.064,31.268,31.472,32.188,31.064,31.166,31.37,31.472,31.574,31.37,31.268,31.37,31.166,32.497,31.983,31.676,31.676,31.472,31.268,31.268
384,7/20/17,33.43,33.118,33.118,33.43,33.43,31.268,31.166,30.659,31.166,31.37,31.676,32.188,31.064,31.166,31.37,31.472,31.778,31.472,31.472,31.472,31.268,32.497,31.983,31.676,31.676,31.472,31.268,31.268
386,7/21/17,33.535,33.222,,33.535,33.43,31.166,31.166,30.659,31.268,31.472,31.778,32.188,31.064,31.166,31.37,31.574,31.778,31.574,31.574,31.472,31.268,32.497,31.983,31.676,31.676,31.472,31.166,31.166
388,7/21/17,33.535,33.326,,33.535,33.43,31.0135,31.064,30.659,31.268,31.472,31.778,32.188,31.064,31.166,31.37,31.574,31.88,31.574,31.574,31.472,31.268,32.497,31.983,31.778,31.676,31.574,31.064,30.963
390,7/21/17,33.43,33.222,,33.535,33.326,30.811,30.963,30.558,31.268,31.37,31.778,32.188,31.064,31.166,31.472,31.574,31.778,31.574,31.574,31.472,31.268,32.497,31.983,31.778,31.676,31.574,30.862,30.76
392,7/21/17,33.326,33.222,,33.43,33.118,30.558,30.862,30.457,31.268,31.268,31.676,32.291,31.064,31.166,31.472,31.574,31.778,31.574,31.472,31.37,31.166,32.6,31.983,31.778,31.778,31.574,30.558,30.558
394,7/21/17,33.118,33.014,,33.326,33.014,30.356,30.76,30.356,31.268,31.166,31.676,32.291,31.064,31.268,31.472,31.676,31.676,31.472,31.472,31.268,31.064,32.6,31.983,31.778,31.778,31.574,30.356,30.356
396,7/21/17,33.014,32.911,,33.222,32.911,30.2045,30.659,30.356,31.166,31.064,31.574,32.291,31.064,31.268,31.472,31.676,31.574,31.37,31.37,31.166,30.963,32.6,32.086,31.778,31.778,31.676,30.255,30.154
398,7/21/17,32.911,32.807,,33.118,32.911,30.3055,30.558,30.255,31.064,31.064,31.472,32.291,31.064,31.268,31.472,31.676,31.472,31.268,31.268,31.166,30.963,32.6,32.086,31.778,31.778,31.676,30.356,30.255
400,7/21/17,33.014,32.807,,33.118,33.118,30.7095,30.76,30.356,31.064,31.064,31.472,32.291,31.064,31.268,31.472,31.676,31.472,31.268,31.268,31.268,31.064,32.6,32.086,31.778,31.778,31.676,30.76,30.659
402,7/21/17,33.326,33.014,,33.326,33.639,31.472,31.166,30.558,31.166,31.268,31.574,32.291,31.064,31.268,31.472,31.676,31.676,31.472,31.37,31.472,31.268,32.6,31.983,31.778,31.778,31.676,31.472,31.472
404,7/21/17,33.743,33.326,,33.639,33.953,32.0345,31.574,30.659,31.268,31.574,31.778,32.291,31.064,31.268,31.472,31.676,31.983,31.676,31.574,31.676,31.472,32.704,32.086,31.778,31.778,31.676,31.983,32.086
406,7/21/17,34.058,33.639,,33.953,34.058,32.137,31.778,30.76,31.472,31.778,31.983,32.291,31.064,31.268,31.472,31.676,32.188,31.88,31.778,31.88,31.574,32.6,32.086,31.88,31.778,31.676,32.086,32.188
408,7/21/17,34.163,33.848,,34.163,34.058,32.0345,31.778,30.862,31.574,31.88,32.086,32.291,31.166,31.268,31.574,31.676,32.291,31.983,31.88,31.88,31.574,32.704,32.086,31.88,31.778,31.676,31.983,32.086
410,7/22/17,,33.848,,,,31.676,,30.76,31.676,31.88,32.086,32.291,31.166,31.268,31.574,31.778,32.291,31.983,31.983,31.778,31.574,32.704,32.086,31.88,31.88,31.778,31.676,31.676
412,7/22/17,,33.743,,,,31.37,,30.659,31.574,31.778,32.086,32.394,31.166,31.37,31.574,31.778,32.291,31.983,31.983,31.778,31.472,32.807,32.188,31.88,31.88,31.778,31.37,31.37
414,7/22/17,,33.639,,,,31.064,,30.558,31.574,31.574,31.983,32.394,31.268,31.37,31.676,31.778,32.188,31.88,31.88,31.574,31.37,32.807,32.188,31.983,31.88,31.778,31.064,31.064
416,7/22/17,,33.43,,,,30.659,,30.457,31.472,31.472,31.88,32.394,31.268,31.37,31.676,31.88,31.983,31.778,31.778,31.472,31.268,32.807,32.291,31.983,31.983,31.778,30.659,30.659
418,7/22/17,,33.222,,,,30.356,,30.356,31.37,31.268,31.778,32.394,31.268,31.472,31.676,31.88,31.88,31.676,31.574,31.37,31.064,32.911,32.291,31.983,31.983,31.88,30.356,30.356
420,7/22/17,,33.014,,,,30.154,,30.255,31.268,31.166,31.676,32.394,31.268,31.472,31.676,31.88,31.676,31.574,31.472,31.268,30.963,32.911,32.291,31.983,31.983,31.88,30.154,30.154
422,7/22/17,,32.911,,,,30.255,,30.255,31.166,31.064,31.574,32.394,31.268,31.472,31.676,31.88,31.676,31.472,31.37,31.268,30.963,32.911,32.291,31.983,31.983,31.88,30.255,30.255
424,7/22/17,,32.911,,,,30.7095,,30.356,31.166,31.166,31.574,32.394,31.268,31.37,31.676,31.88,31.676,31.472,31.37,31.37,31.064,32.911,32.291,31.983,31.983,31.778,30.76,30.659
426,7/22/17,,33.014,,,,31.472,,30.558,31.268,31.37,31.676,32.394,31.268,31.37,31.676,31.88,31.88,31.574,31.472,31.574,31.268,32.807,32.291,31.983,31.88,31.88,31.472,31.472
428,7/22/17,,33.43,,,,32.0855,,30.76,31.472,31.676,31.88,32.394,31.268,31.37,31.676,31.88,32.086,31.778,31.676,31.88,31.472,32.807,32.188,31.983,31.88,31.778,31.983,32.188
430,7/22/17,,33.848,,,,32.394,,30.963,31.676,31.983,32.188,32.394,31.268,31.37,31.676,31.88,32.394,31.983,31.983,32.086,31.676,32.807,32.188,31.983,31.88,31.778,32.291,32.497
432,7/22/17,,34.163,,,,32.497,,31.064,31.88,32.188,32.394,32.394,31.268,31.472,31.676,31.88,32.704,32.188,32.188,32.291,31.88,32.807,32.291,31.983,31.983,31.88,32.394,32.6
434,7/23/17,,34.374,,,,32.394,,31.166,32.086,32.291,,,31.268,31.472,31.676,31.88,32.807,32.394,32.291,32.291,31.983,32.911,32.291,32.086,31.983,31.88,32.291,32.497
436,7/23/17,,34.479,,,,32.137,,31.166,32.086,32.291,,,31.37,31.472,31.778,31.983,32.807,32.394,32.394,32.291,31.983,32.911,32.394,32.086,31.983,31.983,32.086,32.188
438,7/23/17,,34.374,,,,31.829,,31.064,32.188,32.188,,,31.37,31.574,31.778,32.086,32.807,32.394,32.394,32.291,31.88,33.014,32.394,32.188,32.086,31.983,31.778,31.88
440,7/23/17,,34.268,,,,31.523,,30.963,32.086,32.086,,,31.472,31.574,31.88,32.086,32.704,32.394,32.291,32.188,31.88,33.014,32.497,32.188,32.086,32.086,31.472,31.574
442,7/23/17,,34.163,,,,31.268,,30.963,32.086,32.086,,,31.472,31.676,31.88,32.086,32.6,32.291,32.291,32.086,31.676,33.118,32.497,32.188,32.188,32.086,31.268,31.268
444,7/23/17,,33.953,,,,31.064,,30.862,31.983,31.88,,,31.472,31.676,31.983,32.188,32.497,32.188,32.188,31.983,31.676,33.222,32.497,32.291,32.188,32.086,31.064,31.064
446,7/23/17,,33.848,,,,31.166,,30.862,31.88,31.88,,,31.472,31.676,31.983,32.188,32.394,32.086,32.086,31.983,31.676,33.222,32.6,32.291,32.188,32.188,31.166,31.166
448,7/23/17,,33.848,,,,31.421,,30.963,31.88,31.983,,,31.472,31.676,31.983,32.188,32.497,32.086,32.086,32.086,31.676,33.222,32.6,32.291,32.188,32.188,31.37,31.472
450,7/23/17,,33.953,,,,31.829,,31.064,31.983,32.188,,,31.472,31.676,31.983,32.188,32.6,32.188,32.188,32.291,31.778,33.222,32.6,32.291,32.291,32.188,31.778,31.88
452,7/23/17,,34.163,,,,32.137,,31.166,32.086,32.394,,,31.574,31.778,31.983,32.188,32.807,32.394,32.394,32.394,31.88,33.222,32.6,32.291,32.291,32.188,32.086,32.188
454,7/23/17,,34.268,,,,32.0855,,31.268,32.188,32.497,,,31.574,31.778,32.086,32.291,32.911,32.497,32.497,32.394,31.983,33.326,32.6,32.291,32.291,32.188,31.983,32.188
456,7/23/17,,34.268,,,,31.8805,,31.166,32.291,32.497,,,31.574,31.778,32.086,32.291,32.911,32.497,32.497,32.394,31.983,33.326,32.704,32.394,32.291,32.188,31.778,31.983
458,7/24/17,,,,,,31.574,,31.166,32.291,,,,,31.778,,,,32.497,,,,,32.704,32.394,32.394,32.291,31.472,31.676
460,7/24/17,,,,,,31.268,,31.064,32.188,,,,,31.88,,,,32.394,,,,,32.704,32.394,32.394,32.291,31.166,31.37
462,7/24/17,,,,,,30.963,,30.963,32.086,,,,,31.88,,,,32.291,,,,,32.807,32.497,32.394,32.291,30.862,31.064
464,7/24/17,,,,,,30.659,,30.862,31.983,,,,,31.88,,,,32.188,,,,,32.807,32.497,32.394,32.291,30.558,30.76
466,7/24/17,,,,,,30.356,,30.659,31.88,,,,,31.88,,,,32.086,,,,,32.807,32.497,32.394,32.291,30.255,30.457
468,7/24/17,,,,,,30.104,,30.659,31.778,,,,,31.88,,,,31.983,,,,,32.807,32.497,32.394,32.291,30.054,30.154
470,7/24/17,,,,,,30.255,,30.558,31.676,,,,,31.88,,,,31.88,,,,,32.807,32.497,32.394,32.291,30.255,30.255
472,7/24/17,,,,,,30.7095,,30.659,31.676,,,,,31.88,,,,31.88,,,,,32.704,32.394,32.394,32.291,30.659,30.76
474,7/24/17,,,,,,31.472,,30.862,31.778,,,,,31.88,,,,31.983,,,,,32.704,32.394,32.291,32.291,31.472,31.472
476,7/24/17,,,,,,32.911,,31.064,32.086,,,,,31.88,,,,32.188,,,,,32.704,32.394,32.291,32.188,33.118,32.704
478,7/24/17,,,,,,32.5485,,31.064,32.188,,,,,31.778,,,,32.291,,,,,32.704,32.394,32.291,32.188,32.6,32.497
480,7/24/17,,,,,,32.086,,30.963,32.188,,,,,31.778,,,,32.291,,,,,32.704,32.394,32.291,32.188,32.086,32.086
482,7/25/17,,,,,,,,,32.188,,,,,,,,,,,,,,,,,,31.676,31.676
484,7/25/17,,,,,,,,,32.086,,,,,,,,,,,,,,,,,,31.268,31.268
486,7/25/17,,,,,,,,,32.086,,,,,,,,,,,,,,,,,,30.862,30.862
488,7/25/17,,,,,,,,,31.983,,,,,,,,,,,,,,,,,,30.558,30.558
490,7/25/17,,,,,,,,,31.88,,,,,,,,,,,,,,,,,,30.255,30.255
492,7/25/17,,,,,,,,,31.778,,,,,,,,,,,,,,,,,,30.054,29.953
494,7/25/17,,,,,,,,,31.676,,,,,,,,,,,,,,,,,,30.154,30.054
496,7/25/17,,,,,,,,,31.676,,,,,,,,,,,,,,,,,,30.659,30.659
498,7/25/17,,,,,,,,,31.778,,,,,,,,,,,,,,,,,,31.268,31.268
500,7/25/17,,,,,,,,,31.983,,,,,,,,,,,,,,,,,,31.778,31.88
502,7/25/17,,,,,,,,,32.188,,,,,,,,,,,,,,,,,,32.086,32.188
504,7/25/17,,,,,,,,,32.291,,,,,,,,,,,,,,,,,,32.188,32.188
506,7/26/17,,,,,,,,,32.497,,,,,,,,,,,,,,,,,,32.086,32.086
508,7/26/17,,,,,,,,,32.6,,,,,,,,,,,,,,,,,,31.88,31.983
510,7/26/17,,,,,,,,,32.6,,,,,,,,,,,,,,,,,,31.574,31.676
512,7/26/17,,,,,,,,,32.6,,,,,,,,,,,,,,,,,,31.37,31.37
514,7/26/17,,,,,,,,,32.497,,,,,,,,,,,,,,,,,,31.064,31.064
516,7/26/17,,,,,,,,,32.497,,,,,,,,,,,,,,,,,,30.862,30.862
518,7/26/17,,,,,,,,,32.394,,,,,,,,,,,,,,,,,,31.064,31.064
520,7/26/17,,,,,,,,,32.497,,,,,,,,,,,,,,,,,,31.574,31.574
522,7/26/17,,,,,,,,,32.6,,,,,,,,,,,,,,,,,,32.188,32.188
524,7/26/17,,,,,,,,,32.807,,,,,,,,,,,,,,,,,,32.6,32.704
526,7/26/17,,,,,,,,,33.014,,,,,,,,,,,,,,,,,,32.911,32.911
528,7/26/17,,,,,,,,,33.222,,,,,,,,,,,,,,,,,,32.911,33.014
530,7/27/17,,,,,,,,,33.326,,,,,,,,,,,,,,,,,,32.704,32.807
532,7/27/17,,,,,,,,,33.43,,,,,,,,,,,,,,,,,,32.497,32.497
534,7/27/17,,,,,,,,,33.43,,,,,,,,,,,,,,,,,,32.188,32.188
536,7/27/17,,,,,,,,,33.326,,,,,,,,,,,,,,,,,,31.88,31.778
538,7/27/17,,,,,,,,,33.326,,,,,,,,,,,,,,,,,,31.574,31.574
540,7/27/17,,,,,,,,,33.222,,,,,,,,,,,,,,,,,,31.37,31.268
542,7/27/17,,,,,,,,,33.118,,,,,,,,,,,,,,,,,,31.574,31.472
544,7/27/17,,,,,,,,,33.118,,,,,,,,,,,,,,,,,,32.291,32.188
546,7/27/17,,,,,,,,,33.222,,,,,,,,,,,,,,,,,,33.222,33.118
548,7/27/17,,,,,,,,,33.535,,,,,,,,,,,,,,,,,,33.953,34.058
550,7/27/17,,,,,,,,,33.848,,,,,,,,,,,,,,,,,,34.479,34.585
552,7/27/17,,,,,,,,,34.163,,,,,,,,,,,,,,,,,,34.585,34.691
